2026-02-27T01:10:11Z	R3-T1	attempt=1
2026-02-27T01:13:09Z	R3-T2	attempt=1
2026-02-27T01:18:31Z	R3-T3	attempt=1
2026-02-27T01:20:04Z	R3-T4	attempt=1
2026-02-27T01:21:29Z	R3-T5	attempt=1
